,Date,High,Low,Open,Close,Volume,Adj Close,Predicted
0,1/3/2017,26.59250069,24.84499931,26.10000038,25.50250053,150199600,25.16113281,
1,1/4/2017,26.375,25.38249969,25.85000038,26.09749985,119922000,25.74816132,
2,1/5/2017,26.45499992,25.26250076,26.13249969,25.43499947,98429600,25.09453011,
3,1/6/2017,26.0625,25.29999924,25.71249962,25.77499962,82285600,25.42998314,
4,1/9/2017,27,25.875,25.875,26.81999969,91624800,26.46099472,
5,1/10/2017,27.29750061,26.40749931,26.95249939,26.61750031,88092000,26.26120567,
6,1/11/2017,26.54999924,26.03750038,26.5,26.29000092,52566400,25.93808937,
7,1/12/2017,26.17499924,25.40500069,26.05750084,25.86000061,62561600,25.51385307,
8,1/13/2017,26.25,25.76499939,25.89999962,25.85750008,45782000,25.51137733,
9,1/17/2017,25.79999924,25.14249992,25.75,25.27750015,58061200,24.93913651,
10,1/18/2017,25.80750084,24.77750015,25.05999947,25.73749924,65442400,25.3929863,
11,1/19/2017,26.61499977,25.74500084,25.76749992,26.29000092,64487200,25.93808937,
12,1/20/2017,26.70000076,25.78000069,26.52000046,26.00250053,49202400,25.65443993,
13,1/23/2017,26.47500038,25.92499924,25.95000076,26.27249908,36990400,25.92082214,
14,1/24/2017,26.89500046,26.22500038,26.375,26.83250046,42805200,26.47332191,
15,1/25/2017,27.32500076,26.58250046,27.26250076,26.94750023,52276000,26.58679008,
16,1/26/2017,27.48749924,26.67499924,26.97500038,27.41250038,45880000,27.04556084,
17,1/27/2017,27.97249985,27.21249962,27.48250008,27.94249916,47199600,27.56846619,
18,1/30/2017,27.75250053,26.97750092,27.72999954,27.50499916,49600400,27.13682556,
19,1/31/2017,27.51250076,27.04999924,27.23749924,27.29500008,36275600,26.92963409,
20,2/1/2017,28.53000069,27.46500015,27.64500046,28.48749924,59000400,28.10616875,
21,2/2/2017,28.93499947,28.01499939,28.32500076,28.84749985,48324000,28.46134949,
22,2/3/2017,28.97500038,28.47500038,28.86249924,28.59499931,37274400,28.2122345,
23,2/6/2017,29.33250046,28.5,28.5,29.32749939,50676800,28.93492889,
24,2/7/2017,30.22999954,29.47500038,29.67499924,29.78249931,74622400,29.38383675,
25,2/8/2017,29.82749939,29.09499931,29.60000038,29.65250015,44958000,29.25557899,
26,2/9/2017,29.76499939,28.89999962,29.71500015,29.09499931,84256800,28.70554161,
27,2/10/2017,30.17499924,28.14999962,29.98250008,28.40500069,165109200,28.02478409,
28,2/13/2017,28.49500084,27.04999924,28.34749985,27.09499931,118072400,26.73230934,
29,2/14/2017,27.53750038,26.57250023,26.99749947,27.19499969,85063200,26.83097458,
30,2/15/2017,27.45000076,26.94000053,27.22500038,27.25,37302000,26.88523483,
31,2/16/2017,27.36000061,26.41500092,27.34749985,26.8125,64717600,26.4535923,
32,2/17/2017,26.85250092,26.19750023,26.67499924,26.80750084,56374000,26.44866562,
33,2/21/2017,27.80750084,27.05500031,27.05750084,27.76749992,55195200,27.39581108,
34,2/22/2017,27.95000076,27.49749947,27.85499954,27.69000053,43377200,27.35382652,
35,2/23/2017,26.59749985,24.92000008,26.375,25.12249947,159288800,24.81749535,
36,2/24/2017,25.5,23.92499924,24.26749992,25.36499977,102990400,25.05705833,
37,2/27/2017,26.25499916,25.38999939,25.54999924,26.10250092,71540000,25.78560066,
38,2/28/2017,26.29999924,25.19499969,26.20000076,25.37000084,62536000,25.06199074,
39,3/1/2017,26.09250069,25.27750015,25.94750023,25.69750023,50480400,25.38551712,
