,Date,High,Low,Open,Close,Volume,Adj Close,Predicted
0,1/3/2017,117.8399963,115.5100021,116.0299988,116.8600006,20663900,116.8600006,
1,1/4/2017,119.6600037,117.2900009,117.5500031,118.6900024,19630900,118.6900024,
2,1/5/2017,120.9499969,118.3199997,118.8600006,120.6699982,19492200,120.6699982,
3,1/6/2017,123.8799973,120.0299988,120.9800034,123.4100037,28545300,123.4100037,
4,1/9/2017,125.4300003,123.0400009,123.5500031,124.9000015,22880400,124.9000015,
5,1/10/2017,125.5,124.2799988,124.8199997,124.3499985,17324600,124.3499985,
6,1/11/2017,126.1200027,124.0599976,124.3499985,126.0899963,18356500,126.0899963,
7,1/12/2017,126.7300034,124.8000031,125.6100006,126.6200027,18653900,126.6200027,
8,1/13/2017,129.2700043,127.3700027,127.4899979,128.3399963,24884300,128.3399963,
9,1/17/2017,128.3399963,127.4000015,128.0399933,127.8700027,15294500,127.8700027,
10,1/18/2017,128.4299927,126.8399963,128.4100037,127.9199982,13145900,127.9199982,
11,1/19/2017,128.3500061,127.4499969,128.2299957,127.5500031,12195500,127.5500031,
12,1/20/2017,128.4799957,126.7799988,128.1000061,127.0400009,19097200,127.0400009,
13,1/23/2017,129.25,126.9499969,127.3099976,128.9299927,16593600,128.9299927,
14,1/24/2017,129.8999939,128.3800049,129.3800049,129.3699951,15162700,129.3699951,
15,1/25/2017,131.7400055,129.7700043,130,131.4799957,18731300,131.4799957,
16,1/26/2017,133.1399994,131.4400024,131.6300049,132.7799988,20020100,132.7799988,
17,1/27/2017,132.9499969,131.0800018,132.6799927,132.1799927,19539500,132.1799927,
18,1/30/2017,131.5800018,129.6000061,131.5800018,130.9799957,18956100,130.9799957,
19,1/31/2017,130.6600037,129.5200043,130.1699982,130.3200073,19790500,130.3200073,
20,2/1/2017,133.4900055,130.6799927,132.25,133.2299957,50139800,133.2299957,
21,2/2/2017,135.4900055,130.3999939,133.2200012,130.8399963,54366400,130.8399963,
22,2/3/2017,132.8500061,130.7599945,131.2400055,130.9799957,24804900,130.9799957,
23,2/6/2017,132.0599976,130.3000031,130.9799957,132.0599976,17058500,132.0599976,
24,2/7/2017,133,131.6600037,132.2400055,131.8399963,14596400,131.8399963,
25,2/8/2017,134.4400024,132.4400024,132.6000061,134.1999969,22390600,134.1999969,
26,2/9/2017,134.5,133.3099976,134.4900055,134.1399994,16470600,134.1399994,
27,2/10/2017,134.9400024,133.6799927,134.1000061,134.1900024,15061900,134.1900024,
28,2/13/2017,134.6999969,133.6999969,134.6999969,134.0500031,13526200,134.0500031,
29,2/14/2017,134.2299957,132.5500031,134.1000061,133.8500061,14364900,133.8500061,
30,2/15/2017,133.6999969,132.6600037,133.4499969,133.4400024,13226500,133.4400024,
31,2/16/2017,133.8699951,133.0200043,133.0700073,133.8399963,12831100,133.8399963,
32,2/17/2017,134.0899963,133.1699982,133.5,133.5299988,12276500,133.5299988,
33,2/21/2017,133.9100037,132.8999939,133.5,133.7200012,14759100,133.7200012,
34,2/22/2017,136.7899933,133.4600067,133.6000061,136.1199951,27360100,136.1199951,
35,2/23/2017,136.1199951,134.3300018,135.8899994,135.3600006,18422500,135.3600006,
36,2/24/2017,135.6199951,134.1600037,134.1600037,135.4400024,12625700,135.4400024,
37,2/27/2017,137.1799927,135.0200043,135.2599945,136.4100037,14306700,136.4100037,
38,2/28/2017,136.8099976,134.75,136.7899933,135.5399933,16112100,135.5399933,
39,3/1/2017,137.4799957,136.3000031,136.4700012,137.4199982,16257000,137.4199982,
40,3/2/2017,137.8200073,136.3099976,137.0899963,136.7599945,12294800,136.7599945,
41,3/3/2017,137.3300018,136.0800018,136.6300049,137.1699982,11160600,137.1699982,
42,3/6/2017,137.8300018,136.5099945,136.8800049,137.4199982,12748200,137.4199982,
43,3/7/2017,138.3699951,136.9900055,137.0299988,137.3000031,13527100,137.3000031,
44,3/8/2017,137.9900055,137.0500031,137.1499939,137.7200012,10184500,137.7200012,
45,3/9/2017,138.5700073,137.3999939,137.7200012,138.2400055,15535300,138.2400055,
46,3/10/2017,139.4900055,138.2200012,138.9100037,138.7899933,16314100,138.7899933,
47,3/13/2017,139.6799927,138.6699982,138.7100067,139.6000061,10955500,139.6000061,
48,3/14/2017,139.4600067,138.5200043,139.4600067,139.3200073,12944000,139.3200073,
49,3/15/2017,140.1000061,138.4900055,139.2899933,139.7200012,19344800,139.7200012,
50,3/16/2017,140.25,139.7299957,140.1999969,139.9900055,13612900,139.9900055,
51,3/17/2017,140.3399963,139.6999969,140.3399963,139.8399963,20592800,139.8399963,
52,3/20/2017,140.1900024,139.25,139.7100067,139.9400024,12099500,139.9400024,
53,3/21/2017,142.3099976,138.3999939,141.1499939,138.5099945,29894800,138.5099945,
54,3/22/2017,139.7899933,137.6000061,137.9299927,139.5899963,17055400,139.5899963,
55,3/23/2017,140.3899994,139.0899963,139.4799957,139.5299988,13022800,139.5299988,
56,3/24/2017,141.0200043,139.7599945,140.0800018,140.3399963,16664700,140.3399963,
57,3/27/2017,140.6499939,138.7700043,139.0500031,140.3200073,12800500,140.3200073,
58,3/28/2017,141.9499969,140.0099945,140.3600006,141.7599945,14679400,141.7599945,
59,3/29/2017,142.8600006,141.4299927,141.9900055,142.6499939,16527600,142.6499939,
60,3/30/2017,142.9499969,141.8500061,142.3999939,142.4100037,12404000,142.4100037,
61,3/31/2017,142.6300049,141.8899994,142.3099976,142.0500031,11478300,142.0500031,
62,4/3/2017,142.4700012,140.8200073,141.9299927,142.2799988,13564000,142.2799988,
63,4/4/2017,142.0899963,141.2700043,141.8600006,141.7299957,12948600,141.7299957,
64,4/5/2017,143.4400024,141.2899933,142.2599945,141.8500061,17158100,141.8500061,
65,4/6/2017,142.2200012,140.9100037,142.1100006,141.1699982,15103400,141.1699982,
66,4/7/2017,141.5500031,140.2400055,141.1999969,140.7799988,11818300,140.7799988,
67,4/10/2017,141.4299927,140.6300049,141,141.0399933,9039400,141.0399933,
68,4/11/2017,141.0299988,138.8099976,140.8000031,139.9199982,16638100,139.9199982,
69,4/12/2017,140.3999939,139.4400024,139.7200012,139.5800018,11612500,139.5800018,
70,4/13/2017,140.5800018,139.3300018,139.6199951,139.3899994,10965600,139.3899994,
71,4/17/2017,141.5500031,139.75,139.7599945,141.4199982,11519700,141.4199982,
72,4/18/2017,141.9100037,140.6100006,141.2700043,140.9600067,14807500,140.9600067,
73,4/19/2017,143.0399933,141.2700043,141.3500061,142.2700043,15563900,142.2700043,
