,Date,High,Low,Open,Close,Volume,Adj Close
0,1/3/2017,151,147.1199951,147.8600006,150.7299957,3640900,128.3406067
1,1/4/2017,153.7200012,151.7700043,152.0899963,152.8699951,3945900,130.1627655
2,1/5/2017,153.3999939,151.5099945,152.7200012,152.9799957,3441700,130.2564392
3,1/6/2017,161,156.6699982,159.8800049,156.7799988,9899300,133.4919281
4,1/9/2017,158.9499969,156.6300049,157.0099945,158.8399963,4247700,135.2459564
5,1/10/2017,159.1300049,157.2400055,158.4900055,158.7599945,3324400,135.1778564
6,1/11/2017,159.1600037,154.5,159.1600037,156.6199951,4821300,133.3557281
7,1/12/2017,156.1499939,154.5599976,155.4400024,155.3600006,3234800,132.2828827
8,1/13/2017,157.2100067,154.8899994,155.2799988,156.1199951,2637500,132.9299622
9,1/17/2017,156.1199951,153.5299988,155.1399994,154.8000031,3404900,131.8060913
10,1/18/2017,155.9400024,154.5099945,155.6900024,155.7700043,2432600,132.6319885
11,1/19/2017,155.6900024,153.25,155.1300049,153.8000031,2571900,130.9546051
12,1/20/2017,155.3500061,153.8200073,154.7100067,154.6699982,3067400,131.6953735
13,1/23/2017,154.5500031,152.3999939,154.2100067,152.7200012,2458200,130.0350037
14,1/24/2017,153,150.3800049,152.8200073,151.8500061,3027700,129.2942657
15,1/25/2017,154.8200073,151.7700043,152.5299988,154.1000061,3479500,131.210022
16,1/26/2017,155.8000031,152.8999939,155,152.9799957,3366900,130.2564392
17,1/27/2017,157.5,152.7599945,153.2299957,157.1600037,4885200,133.8154907
18,1/30/2017,157.1799927,153.7700043,157.1000061,154.4299927,3758400,131.4910431
19,1/31/2017,156.9600067,153.1499939,153.6999969,156.6799927,3351300,133.4067841
20,2/1/2017,159.75,157.0500031,158.5899963,159.6699982,3924800,135.9526672
21,2/2/2017,159.9400024,156.9100037,159.7299957,159.5800018,4445400,135.8760376
22,2/3/2017,167.8500061,164.8600006,166.1000061,167.5299988,7366600,142.6451416
23,2/6/2017,166.8899994,165.1300049,166.1799927,166.5800018,4389200,141.8362579
24,2/7/2017,167.7200012,165.6000061,167,166.8200073,3584300,142.0406036
25,2/8/2017,168.3500061,166.3200073,166.5,168.1199951,3493400,143.147522
26,2/9/2017,167.7899933,165.5,165.75,167.4700012,4281400,142.5940704
27,2/10/2017,168.3099976,167.0299988,167.8000031,167.8899994,2931200,142.9517059
28,2/13/2017,168.2599945,166.6799927,167.7200012,167.6600037,3602800,143.7404327
29,2/14/2017,168.0700073,165.5700073,167.0700073,168.0500031,3116700,144.0747681
30,2/15/2017,172,167,167.3200073,171.7899933,4058800,147.281189
31,2/16/2017,172.1699982,170.3000031,171.5599976,172.1100006,2660600,147.5555573
32,2/17/2017,173.3600006,168.8899994,171.3500061,173.2899933,4154900,148.5671844
33,2/21/2017,173.5,171.8600006,172.8500061,173.1399994,3941200,148.4385834
34,2/22/2017,174.6999969,171.8899994,172.3300018,172.6100006,2579800,147.9842224
35,2/23/2017,174.0099945,171.8899994,172.75,174.0099945,2190800,149.1845093
36,2/24/2017,174.7200012,172.4799957,173.2899933,174.5599976,2677300,149.6560059
37,2/27/2017,176.2700043,173.7100067,174.2100067,176.1300049,2850700,151.0020142
38,2/28/2017,178.25,175.4199982,175.4600067,176.5299988,3370400,151.3449554
39,3/1/2017,179.6799927,175.7599945,178,178.2400055,3532300,152.8110352
40,3/2/2017,178.8600006,176.8200073,177.7200012,178.0700073,3493000,152.6652374
41,3/3/2017,180.5299988,177.5500031,178.4600067,180.1999969,2893800,154.491394
42,3/6/2017,180.3399963,178.1600037,179.5500031,179.4600067,3280100,153.8569489
43,3/7/2017,178.5899963,176.2799988,177.3999939,177.3800049,3328900,152.0736694
44,3/8/2017,178.7599945,177.1399994,177.25,177.7799988,2320800,152.416626
45,3/9/2017,179.1199951,177.0700073,178.0500031,178.9199982,2505300,153.3939819
46,3/10/2017,181.9299927,179.1100006,179.4700012,181.4400024,4589000,155.5544739
47,3/13/2017,182,180.3200073,181.9299927,181.0500031,2531000,155.2200775
48,3/14/2017,181.5599976,179.6300049,180.4199982,180.1199951,2746300,154.4227448
49,3/15/2017,184.2100067,180.3099976,180.3099976,182.6000061,4197300,156.5490112
50,3/16/2017,181.8399963,178.0200043,181.6000061,180.1100006,6014400,154.4142151
51,3/17/2017,171.5899963,165.9499969,167.3699951,168.6100006,23936800,144.5549164
52,3/20/2017,169.7100067,167.7599945,169.6300049,169.2400055,5831500,145.0950012
53,3/21/2017,170.2100067,166.4900055,170.0500031,166.8500061,4922700,143.0460205
54,3/22/2017,167.9799957,166.5899963,167.9299927,167.4499969,5070400,143.560379
55,3/23/2017,168.0200043,165.5700073,167.4799957,166.0399933,4432200,142.3515472
56,3/24/2017,166.9299927,165.0800018,166.6900024,165.7400055,3175600,142.0943909
57,3/27/2017,166.6100006,163,164.7700043,164.9100037,4734000,141.382782
58,3/28/2017,166.2599945,163.7299957,164.1100006,164.7100067,6526400,141.2112885
59,3/29/2017,165.2200012,162.9400024,164.4700012,163.0599976,4070800,139.7966766
60,3/30/2017,164.8000031,163.2100067,164.0700073,164.3800049,2262300,140.9283752
61,3/31/2017,165.4799957,163.8500061,164.3200073,164.0700073,2811800,140.6626129
62,4/3/2017,165.0200043,163.5200043,164.6300049,163.8899994,3047800,140.5082855
63,4/4/2017,164.4900055,163.1199951,163.7799988,164.3600006,2239400,140.9112244
64,4/5/2017,164.7599945,161.6799927,163.2700043,162.2400055,3542300,139.0936584
65,4/6/2017,163.4499969,161.6100006,162.1999969,162.25,3024200,139.1022491
66,4/7/2017,164.2400055,162.25,162.9100037,163.3800049,2204400,140.0710297
67,4/10/2017,164.2400055,162.6199951,163.8500061,162.7899933,1772000,139.5652161
68,4/11/2017,163.3999939,161.5599976,162.8899994,163.1100006,1990300,139.8395691
69,4/12/2017,164.1000061,162.1600037,164.0800018,163.0500031,2248600,139.7881165
70,4/13/2017,163.6300049,161.3300018,163.2799988,161.6100006,2568800,138.5535583
71,4/17/2017,162.5200043,161.2599945,161.3399963,162.1100006,2364900,138.9822083
72,4/18/2017,161.9299927,160.2799988,161.9299927,161.25,2532100,138.2449188
73,4/19/2017,162.6399994,161.1300049,162.1000061,161.2599945,2344100,138.253479
74,4/20/2017,162.7700043,161.0099945,161.0500031,162.0399933,2070200,138.9222107
75,4/21/2017,162.7299957,160.25,162.1499939,160.4100037,2906900,137.5247803
76,4/24/2017,163.6000061,161.8999939,162.5,163.1399994,3498400,139.8652649
77,4/25/2017,165.3000031,163.3999939,163.5200043,164.6999969,3529400,141.202713
78,4/26/2017,165.6100006,164.3399963,165.6100006,164.6100006,4175500,141.1255646
79,4/27/2017,163.4299927,160,160.1300049,162.7200012,5699200,139.505188
80,4/28/2017,163.4799957,161.5299988,162.3899994,163.3200073,2942200,140.0196075
81,5/1/2017,164.4400024,162.4499969,163.6799927,162.6000061,2522000,139.4023438
82,5/2/2017,163.9400024,162.4100037,163.9100037,163.4900055,3737800,140.1653595
83,5/3/2017,164.0800018,163,163.8200073,163.8099976,2855100,140.4396973
84,5/4/2017,164.8200073,163.5200043,164.1699982,164.2899933,2543400,140.8512268
85,5/5/2017,164.8099976,162.4199982,164.8099976,163.8099976,2970400,140.4396973
86,5/8/2017,163.8099976,162.4700012,163.7299957,163.0299988,2291900,139.7709808
87,5/9/2017,164.0800018,162.8300018,163.1699982,163.2200012,2305500,139.9338684
88,5/10/2017,163.4799957,159.6999969,163.25,160.5099945,5201000,137.6104584
89,5/11/2017,160.5200043,158.2899933,159.8600006,160.0800018,3510200,137.2418518
90,5/12/2017,160.6199951,159.4600067,160.4900055,160.2200012,2706000,137.3618774
91,5/15/2017,160.1499939,158.7100067,158.8800049,159.9700012,3318700,138.1390381
92,5/16/2017,160.4900055,159.4600067,159.7700043,159.9900055,2281200,138.1563568
93,5/17/2017,159.2899933,156.9299927,158.7700043,157.0599976,3073200,135.6261902
94,5/18/2017,158.7899933,156.2899933,157.3699951,157.9600067,2163300,136.4033051
95,5/19/2017,158.5800018,156.3500061,157.5899963,156.5099945,2577300,135.1512146
96,5/22/2017,154.6000061,152.4499969,153.5899963,153.0200043,6911700,132.1374969
97,5/23/2017,154.5700073,152.1600037,152.6499939,154.0700073,3582000,133.04422
98,5/24/2017,154.9900055,153.7899933,154.7700043,154.6000061,2667500,133.5018921
99,5/25/2017,156.0399933,154.6199951,155.1900024,155.4299927,2965800,134.2185974
