,Date,High,Low,Open,Close,Volume,Adj Close
0,1/3/2017,160.4875793,158.7093658,159.655838,159.8374786,3069278,124.0622025
1,1/4/2017,162.3996124,160,160.3919678,161.8164368,3536944,125.5981827
2,1/5/2017,161.9407196,159.9044037,161.8068848,161.2810669,2805686,125.1826401
3,1/6/2017,162.4474182,160.1529694,161.2715149,162.0745697,3080993,125.798584
4,1/9/2017,162.3327026,160.2485657,162.0172119,160.2772522,3336635,124.4035187
5,1/10/2017,160.6978912,158.0688324,160.5927277,158.240921,4308160,122.8229752
6,1/11/2017,160.3824158,158.3173981,158.7476044,160.3728485,3765077,124.4777069
7,1/12/2017,160.6214142,158.2791595,160.3919678,160.5640564,3062165,124.6261368
8,1/13/2017,161.0707397,159.5411072,160.5831757,159.9808807,3007668,124.1735077
9,1/17/2017,160.7839355,158.8145294,159.3594666,160.5066986,3468222,124.5816193
10,1/18/2017,161.1759033,159.3594666,160.0860443,159.4646301,4192159,123.7727661
11,1/19/2017,160.0860443,158.508606,159.6175842,159.4741821,7283716,123.7801971
12,1/20/2017,163.1357574,158.6998138,160.4302063,163.0497131,13273740,126.5554123
13,1/23/2017,163.7189331,162.5334625,162.6003876,163.508606,5730197,126.9115982
14,1/24/2017,168.2600403,163.6328888,163.8240967,168.1644287,7272210,130.5253448
15,1/25/2017,171.3671112,168.3843231,168.508606,170.4493256,6194935,132.2987976
16,1/26/2017,171.013382,169.7036285,170.2294464,170.8030548,3204839,132.5733948
17,1/27/2017,171.3193054,169.5028687,170.6214142,169.5028687,3642486,131.564209
18,1/30/2017,169.2829895,166.9024811,169.1969452,168.0688324,4283161,130.4511566
19,1/31/2017,167.8585052,165.9751434,167.3518219,166.8451233,4329394,129.5013428
20,2/1/2017,167.9732361,165.2868042,167.3040161,166.6252441,2924302,129.3306732
21,2/2/2017,167.2753296,165.9177856,166.5678711,166.9024811,2741043,129.5458527
22,2/3/2017,168.585083,167.1988525,167.3040161,168.0879517,3461528,130.4660034
23,2/6/2017,168.240921,166.7112885,167.6003876,168.1261902,2772737,130.4956818
24,2/7/2017,170.7648163,168.1644287,168.2600403,170.6118622,4051681,132.4249878
25,2/8/2017,169.6940765,168.1453094,169.6940765,168.4225616,3047103,131.7593536
26,2/9/2017,169.9808807,168.173996,168.4225616,169.4168243,3232872,132.5371857
27,2/10/2017,171.00383,168.986618,169.5697937,170.8221741,3065512,133.6365967
28,2/13/2017,171.9885254,170.9751434,171.3575592,171.4722748,3235696,134.1451874
29,2/14/2017,172.2084198,170.5066986,170.7170105,172.2084198,2904219,134.7210693
30,2/15/2017,173.919693,171.9024811,172.2753296,173.6902466,3048358,135.8803406
31,2/16/2017,174.7514343,172.915863,173.4703674,173.4512482,3401069,135.6933594
32,2/17/2017,173.585083,172.084137,173.2791595,172.7246704,3715915,135.1249695
33,2/21/2017,172.839386,171.2428284,172.6577454,172.3327026,4686394,134.8183289
34,2/22/2017,173.3652039,172.170166,172.170166,173.1835632,3159443,135.4839172
35,2/23/2017,174.4741821,172.9636688,173.99617,173.6615753,2387495,135.8579254
36,2/24/2017,173.508606,171.9789734,172.2848969,173.3747559,3451905,135.6335144
37,2/27/2017,173.2791595,171.3957977,173.2218018,171.5105133,3861100,134.1750946
38,2/28/2017,172.6864166,171.4627075,171.491394,171.9120483,3423976,134.489212
39,3/1/2017,174.5219879,172.1128082,172.5430145,173.9483795,3143858,136.0823059
40,3/2/2017,173.8814545,172.495224,173.8814545,172.5908203,3052437,135.0202332
41,3/3/2017,173.3460846,171.8546906,172.5908203,172.1319275,1905812,134.6612396
42,3/6/2017,173.0305939,171.6730347,171.8164368,172.5334625,3351802,134.9753723
43,3/7/2017,173.3173981,172.2753296,172.7629089,172.4474182,3117603,134.9080505
