,Date,High,Low,Open,Close,Volume,Adj Close,Predicted
0,1/3/2017,84.38999939,83.5,83.87999725,84.19999695,8792700,71.76016235,
1,1/4/2017,84.59999847,84.23999786,84.44999695,84.5,8096700,72.01585388,
2,1/5/2017,85.43000031,84.37999725,84.41000366,85.05999756,6852400,72.49311829,
3,1/6/2017,85.25,84.62000275,84.94000244,85.02999878,4799900,72.46753693,
4,1/9/2017,84.66000366,83.75,84.05999756,84.40000153,11000600,71.93061829,
5,1/10/2017,84.43000031,83.23999786,84.33999634,83.48999786,10918200,71.1550827,
6,1/11/2017,83.75,83.27999878,83.38999939,83.75,9572300,71.37664795,
7,1/12/2017,83.87999725,83.37000275,83.70999908,83.83999634,6545400,71.45335388,
8,1/13/2017,84.01999664,83.44000244,83.84999847,84.01000214,6762800,71.59825134,
9,1/17/2017,85.58000183,83.87999725,83.90000153,85.20999908,13145100,72.62096405,
10,1/18/2017,85.30000305,84.58999634,84.80000305,84.93000031,10520400,72.95597076,
11,1/19/2017,85,84.27999878,84.62999725,84.69999695,14074500,72.75840759,
12,1/20/2017,87.98000336,86.41999817,86.88999939,87.44999695,22944400,75.12068939,
13,1/23/2017,87.34999847,86.84999847,87.08999634,86.95999908,9408900,74.69976044,
14,1/24/2017,87.94999695,87.22000122,87.22000122,87.86000061,8704700,75.47286987,
15,1/25/2017,87.90000153,87.05999756,87.83999634,87.16000366,8082900,74.87156677,
16,1/26/2017,87.23000336,86.58999634,87.12000275,86.59999847,6542300,74.39052582,
17,1/27/2017,86.84999847,86.01999664,86.44999695,86.72000122,9332300,74.49359894,
18,1/30/2017,86.86000061,86.5,86.77999878,86.75,7350000,74.51937866,
19,1/31/2017,87.66000366,86.52999878,86.62999725,87.59999847,9712400,75.24952698,
20,2/1/2017,87.58999634,86.75,87.02999878,87.33000183,8291000,75.01757813,
21,2/2/2017,88.34999847,87.25,87.61000061,87.76000214,8997200,75.38697052,
22,2/3/2017,88.16999817,87.38999939,88.12000275,87.41000366,7161900,75.0863266,
23,2/6/2017,87.79000092,87.12999725,87.5,87.40000153,7483000,75.0777359,
24,2/7/2017,88.27999878,87.48000336,87.63999939,88.01000214,6646100,75.60173798,
25,2/8/2017,88.33999634,87.80999756,88.06999969,88.33000183,6815800,75.87661743,
26,2/9/2017,88.77999878,88.02999878,88.33000183,88.66999817,9914100,76.16869354,
27,2/10/2017,88.73000336,87.97000122,88.55999756,87.97000122,11057600,75.56735229,
