,Date,High,Low,Open,Close,Volume,Adj Close,Predicted
0,1/2/2017,78.33999634,76.44999695,76.44999695,77.83999634,1414149,61.97928238,
1,1/3/2017,78.91999817,77.90000153,78.25,78.30000305,2325991,62.34556198,
2,1/4/2017,78.59999847,77.93000031,78.29000092,78.30000305,2371916,62.34556198,
3,1/5/2017,78.66000366,77.37000275,77.54000092,78.26999664,2402135,62.32166672,
4,1/6/2017,77.11000061,75.52999878,77,76.69000244,3922003,61.06361771,
5,1/9/2017,77.83999634,76.66999817,77.01000214,77.51999664,2248859,61.7244873,
6,1/10/2017,78.80000305,77.76999664,77.77999878,78.30999756,2506692,62.35351944,
7,1/11/2017,78.76000214,77.26000214,78.25,77.31999969,2309115,61.56524277,
8,1/12/2017,76.86000061,76.01000214,76.77999878,76.54000092,3128988,60.94417572,
9,1/13/2017,78.55999756,77.08000183,77.08000183,78.06999969,2488415,62.16242981,
10,1/16/2017,78.16000366,76.70999908,77.51000214,76.80999756,1901516,61.15916061,
11,1/17/2017,76.98999786,75.84999847,76.54000092,76.12000275,2378048,60.60976028,
12,1/18/2017,76.88999939,76.12999725,76.40000153,76.5,1795829,60.91232681,
13,1/19/2017,76.69000244,75.37999725,76.54000092,75.76999664,2026228,60.33107376,
14,1/20/2017,76.43000031,75.19999695,75.62999725,75.62000275,3349301,60.2116394,
15,1/23/2017,75.61000061,74.34999847,75.41999817,74.83999634,1841789,59.59056473,
16,1/24/2017,75,73.38999939,75,73.88999939,2311334,58.83414078,
17,1/25/2017,75.05000305,74.01999664,74.48000336,74.23999786,2872647,59.11282349,
18,1/26/2017,75.62000275,74.18000031,74.58999634,74.62000275,2415573,59.41539383,
19,1/27/2017,74.91999817,73.69999695,74.55000305,74.48999786,2202760,59.31188583,
20,1/30/2017,75.15000153,73.94000244,74.02999878,74.79000092,2209597,59.55075836,
21,1/31/2017,75.23000336,74.13999939,74.97000122,74.48999786,3352109,59.31188583,
22,2/1/2017,75.87000275,74.59999847,75.02999878,75.77999878,2637145,60.33904266,
23,2/2/2017,75.48000336,74.51000214,75.48000336,74.98000336,2066273,59.70204544,
24,2/3/2017,75.94000244,75.41999817,75.5,75.62000275,1695147,60.2116394,
25,2/6/2017,76.15000153,75.09999847,75.63999939,75.63999939,1908999,60.22756195,
26,2/7/2017,76.52999878,75.69999695,75.69999695,75.90000153,2041106,60.43458557,
27,2/8/2017,78.75,75.91999817,76.73000336,76.65000153,3339235,61.03176498,
28,2/9/2017,80.48999786,77.12000275,77.23999786,80.19000244,3816910,63.85045624,
29,2/10/2017,81.05000305,79.88999939,80.19999695,80.15000153,2031469,63.81860733,
30,2/13/2017,80.72000122,79.94999695,80,80.37999725,1785296,64.00173187,
31,2/14/2017,81.02999878,80.01000214,80.15000153,80.5,1848219,64.09728241,
32,2/15/2017,81.45999908,80.76999664,80.94000244,81.19999695,2024762,64.65465546,
33,2/16/2017,82.44999695,81.26999664,81.5,81.62999725,2213853,64.99703217,
34,2/17/2017,82.11000061,80.90000153,81.79000092,81.48999786,2100660,64.88555908,
35,2/20/2017,81.95999908,80.19000244,81.70999908,80.55000305,1574441,64.13710785,
36,2/21/2017,80.69000244,79.87999725,80.16999817,80.52999878,2412682,64.12116241,
37,2/22/2017,80.86000061,79.80999756,80.86000061,80.26999664,2216606,63.91415024,
38,2/23/2017,81.22000122,80.01000214,80.44999695,80.12999725,1893774,63.8026886,
39,2/24/2017,80.91000366,79.5,80.33999634,80.58000183,2439934,64.16099548,
40,2/27/2017,81,80.15000153,80.98000336,80.43000031,1670007,64.04154968,
41,2/28/2017,81.37999725,80.34999847,81,81.33000183,2286819,64.75816345,
42,3/1/2017,83.29000092,81.76000214,81.76999664,82.81999969,2802589,65.94456482,
43,3/2/2017,83.29000092,82.34999847,82.77999878,82.63999939,1822381,65.80124664,
44,3/3/2017,83.73000336,82.48999786,82.59999847,83.58999634,2269713,66.55766296,
45,3/6/2017,83.66000366,81.81999969,83.55999756,82.44999695,2357686,65.64995575,
46,3/7/2017,82.52999878,81.18000031,82.48999786,81.80000305,2516723,65.13240814,
47,3/8/2017,82.55000305,80.80999756,81.44000244,82.15000153,2524880,65.41108704,
48,3/9/2017,82.65000153,81.56999969,81.87000275,82.31999969,2239055,65.5464325,
49,3/10/2017,82.86000061,82.19999695,82.55999756,82.23999786,1804521,65.48274231,
50,3/13/2017,82.69000244,81.91999817,82.51999664,82.04000092,1541018,65.32350159,
51,3/14/2017,82.45999908,81.69999695,82.44999695,82.20999908,1733056,65.45885468,
52,3/15/2017,82.56999969,81.83999634,82.45999908,82.31999969,1576109,65.5464325,
53,3/16/2017,83.01999664,82.30999756,83,83.01999664,1889680,66.10380554,
54,3/17/2017,83.69999695,81.98000336,82.83000183,82.61000061,6002374,65.77735901,
55,3/20/2017,83.19000244,82.25,82.47000122,82.73999786,1711810,65.88085938,
56,3/21/2017,83.37999725,82.33000183,82.88999939,82.72000122,2167414,65.86493683,
57,3/22/2017,83.08000183,82.18000031,82.34999847,82.76999664,2053061,65.90474701,
58,3/23/2017,83.86000061,82.52999878,82.63999939,83.30000305,1971804,66.32675934,
59,3/24/2017,83.11000061,82.41999817,83.11000061,82.87000275,1444188,65.984375,
60,3/27/2017,83.72000122,82.13999939,82.16999817,83.47000122,1944737,66.46212769,
61,3/28/2017,84,83.12000275,83.90000153,83.94000244,1733029,66.83635712,
62,3/29/2017,84.93000031,83.98999786,84.12999725,84.51000214,1941170,67.29020691,
63,3/30/2017,84.66999817,83.48000336,84.5,84.23999786,1702510,67.0752182,
64,3/31/2017,84.63999939,83.91000366,84.09999847,84.62000275,2768566,67.37779999,
65,4/3/2017,85.11000061,84.09999847,84.80000305,84.48000336,1806452,67.2663269,
66,4/4/2017,85.38999939,84.20999908,84.30999756,85.30000305,1888482,67.9192276,
67,4/5/2017,85.81999969,84.80000305,85.15000153,85.43000031,1832959,68.02275085,
68,4/6/2017,85.73999786,84.70999908,84.83999634,85.20999908,2048280,67.8475647,
69,4/7/2017,85,84.23000336,85,84.65000153,2284015,67.40167999,
70,4/10/2017,85.05000305,84.30999756,84.84999847,84.61000061,1353000,67.3698349,
71,4/11/2017,85.20999908,83.94000244,84.26000214,84.80999756,2198333,67.52907562,
72,4/12/2017,86.01000214,85.08000183,85.22000122,85.23999786,1842174,67.87145233,
73,4/13/2017,85.55000305,84.66000366,84.80999756,85.33000183,2435006,67.94312286,
74,4/18/2017,86.05000305,83.16999817,85.94000244,83.27999878,3639380,66.31082916,
75,4/19/2017,83.08999634,82.05999756,83,82.73000336,2610355,65.87290192,
76,4/20/2017,83.72000122,82.33000183,82.47000122,83.31999969,2746704,66.34268188,
77,4/21/2017,83.08999634,82.29000092,82.91999817,82.36000061,4652135,65.57829285,
78,4/24/2017,85.94000244,84.23000336,85,84.83999634,4752506,67.55296326,
79,4/25/2017,85.69999695,84.58000183,84.72000122,85.08999634,2332296,67.75202179,
80,4/26/2017,85.81999969,84.48000336,84.75,85.65000153,2400161,68.19792175,
81,4/27/2017,86.15000153,85.01000214,85.83000183,85.97000122,2029464,68.45272064,
82,4/28/2017,88,86.16999817,87,86.61000061,3454507,68.96231079,
83,5/2/2017,87.80000305,87.11000061,87.31999969,87.58000183,2266594,69.73466492,
84,5/3/2017,87.73999786,87.11000061,87.58000183,87.55000305,1959590,69.71077728,
85,5/4/2017,89.40000153,87.68000031,87.73999786,89.40000153,3090730,71.18382263,
86,5/5/2017,90.20999908,89.13999939,89.30000305,89.69000244,2855991,71.41472626,
87,5/8/2017,90.37999725,89.37999725,90.34999847,89.37999725,3206044,71.16789246,
88,5/9/2017,90.26999664,89.51000214,89.52999878,89.98000336,2457043,71.64564514,
89,5/10/2017,90.93000031,90.09999847,90.18000031,90.69000244,2385341,72.21097565,
90,5/11/2017,91.40000153,90.31999969,90.47000122,91.40000153,2956177,72.77629852,
91,5/12/2017,92.77999878,91.44999695,91.87000275,92.75,2386493,73.85121918,
92,5/15/2017,92.97000122,91.94999695,92.56999969,92.97000122,2607733,74.02639008,
93,5/16/2017,90.91999817,89.66000366,89.75,90.75,2967930,74.63498688,
94,5/17/2017,90.73000336,89.23000336,89.84999847,89.56999969,2752760,73.66452789,
95,5/18/2017,89.43000031,88.18000031,88.84999847,88.34999847,3044940,72.66117096,
96,5/19/2017,88.70999908,87.94000244,88.48999786,88.37999725,4380182,72.68584442,
97,5/22/2017,88.30999756,87.36000061,88.01000214,87.75,2180590,72.16771698,
98,5/23/2017,88.34999847,87.29000092,87.30999756,87.81999969,2058161,72.22528839,
99,5/24/2017,87.95999908,87.48000336,87.54000092,87.59999847,1939028,72.04434967,
100,5/25/2017,87.98999786,87.11000061,87.80000305,87.30999756,1653151,71.80584717,
101,5/26/2017,88.12999725,87.04000092,87.43000031,87.73999786,2239910,72.15949249,
102,5/29/2017,87.65000153,87.30999756,87.44000244,87.62000275,850488,72.06079865,
103,5/30/2017,87.90000153,86.81999969,87.05000305,87.55999756,1886565,72.01145172,
104,5/31/2017,88.87999725,87.69000244,87.97000122,88.16999817,3581086,72.51313782,
105,6/1/2017,88.68000031,87.41000366,87.5,87.87999725,1955471,72.27462769,
106,6/2/2017,89.19000244,88.20999908,88.30999756,88.87000275,2057016,73.08883667,
107,6/5/2017,89.12999725,88.41999817,88.41999817,88.69000244,1341906,72.9407959,
108,6/6/2017,88.76999664,87.83000183,88.06999969,87.83000183,2108232,72.23352051,
109,6/7/2017,87.87999725,86.08000183,87.29000092,86.08000183,3248914,70.79426575,
110,6/8/2017,86.66999817,84.01000214,85.62999725,85.98000336,2393064,70.71203613,
111,6/9/2017,86.77999878,85.36000061,85.93000031,86.13999939,2037755,70.84361267,
112,6/12/2017,86.41000366,84.66999817,86.12000275,84.84999847,2418318,69.78268433,
113,6/13/2017,85.62000275,84.83999634,85,85.33999634,1929468,70.18566895,
114,6/14/2017,86.09999847,84.86000061,85.33999634,84.86000061,2139529,69.79090881,
115,6/15/2017,85.66000366,83.93000031,84.73000336,85.48000336,3402960,70.30081177,
116,6/16/2017,86.55000305,84.79000092,86.02999878,85.05999756,9020472,69.95539093,
117,6/19/2017,87.23999786,85.30000305,85.55000305,86.69999695,2303616,71.3041687,
118,6/20/2017,87.75,86.81999969,87.12000275,86.81999969,1883933,71.40286255,
119,6/21/2017,86.80000305,85.77999878,86.69000244,86.55999756,2182716,71.18902588,
120,6/22/2017,88.97000122,86.69000244,87,88.65000153,2863602,72.90789795,
121,6/23/2017,88.87999725,87.87000275,88.33999634,87.87000275,2401275,72.26641846,
122,6/26/2017,89.05999756,87.94999695,88.16999817,88.69999695,1857317,72.94902039,
123,6/27/2017,88.73000336,87.33000183,88.68000031,87.62999725,2012519,72.06902313,
