,Date,High,Low,Open,Close,Volume,Adj Close
0,1/3/2017,157.1399994,155.2100067,156.3000031,156.9700012,3426100,145.5336761
1,1/4/2017,159.2299957,157.8099976,157.8099976,158.6199951,3189800,147.063446
2,1/5/2017,159.6999969,157.3999939,158.4100037,158.7100067,2796000,147.1469269
3,1/6/2017,159.6600037,157.8899994,158.9799957,159.1000061,2426000,147.5084686
4,1/9/2017,159.2400055,158.1699982,159,158.3200073,2839400,146.7853241
5,1/10/2017,159.9400024,158.5700073,158.9600067,159.0700073,2988300,147.4807281
6,1/11/2017,159.6999969,158.2799988,159.5399933,159.3999939,2416500,147.7866364
7,1/12/2017,159.1600037,156.6699982,159.1499939,158.2899933,3020500,146.7574921
8,1/13/2017,159.5800018,158.3399963,158.7400055,158.8300018,2435400,147.2581635
9,1/17/2017,159.0399933,157.2299957,158.1999969,157.6699982,2758800,146.182663
10,1/18/2017,159.0500031,156.75,157.5500031,158.3200073,2087000,146.7853241
11,1/19/2017,159.8699951,157.9100037,158.8699951,159,3144000,147.415802
12,1/20/2017,160.3000031,158.2299957,159.8099976,159.5299988,3384500,147.9071503
13,1/23/2017,159.5,157.2899933,158.9400024,157.8399963,3931200,146.3402863
14,1/24/2017,160.9299927,157.8399963,158.5800018,160.5500031,3927500,148.8528442
15,1/25/2017,168.6499939,163.2400055,163.5899963,167.3600006,7480000,155.166687
16,1/26/2017,170,167.25,167.25,169.1199951,5436800,156.7984314
17,1/27/2017,169.8000031,167.0099945,169.2100067,167.6999969,4883200,155.4819031
18,1/30/2017,165.9900055,163.8200073,165.9199982,165.5700073,5456300,153.5070953
19,1/31/2017,165.1000061,163.2200012,164.9600067,163.4199982,5350700,151.5137787
20,2/1/2017,165.8099976,163.1199951,164.25,163.9700012,3138000,152.0236511
21,2/2/2017,163.9700012,160.8200073,163.2200012,162.2599945,3791700,150.4382629
22,2/3/2017,163.5599976,162.3099976,162.9900055,162.3999939,2981700,150.5680542
23,2/6/2017,164.0800018,162.3800049,162.4199982,163.9799957,3110500,152.032959
24,2/7/2017,167.4199982,164.8699951,165,166.5,4243200,154.3693542
25,2/8/2017,165.2400055,163.6900024,165,163.8099976,3041600,153.1817474
26,2/9/2017,165.0899963,164.0599976,164.6699982,164.2799988,3451100,153.6212463
27,2/10/2017,166.4499969,164.4700012,165.25,166.2299957,2689700,155.4447174
28,2/13/2017,169.0700073,166.3500061,166.4499969,168.0299988,3765000,157.1279449
29,2/14/2017,168.8000031,167.2200012,167.6999969,168.5,2580300,157.5674438
30,2/15/2017,169.9499969,168.3500061,168.4199982,169.3000031,4033200,158.3155365
31,2/16/2017,170.8099976,168.75,169.7400055,170.8099976,3070100,159.7275696
32,2/17/2017,173.25,170.3999939,170.4100037,172.7100067,4982900,161.5042877
33,2/21/2017,176.1699982,173.6799927,173.9199982,175.5599976,4231700,164.1694031
34,2/22/2017,175.75,174.0099945,174.9799957,175.3600006,2832100,163.9823761
35,2/23/2017,177,175.6999969,175.9700012,176.8600006,3502600,165.385025
36,2/24/2017,178.8000031,176.1000061,176.75,177.4400024,4197200,165.9273987
37,2/27/2017,179.8800049,177.5500031,178,179.4299927,2892600,167.788269
38,2/28/2017,181.9299927,179.6699982,180.3399963,180.2299957,4785100,168.5363617
39,3/1/2017,184.8000031,181.8200073,181.8500061,183.9100037,5461800,171.9776306
40,3/2/2017,185.7100067,182.9700012,184,182.9900055,4909000,171.1173248
41,3/3/2017,183.5800018,181.4499969,182.9900055,182.1799927,3917500,170.3598785
42,3/6/2017,182.3000031,180.4299927,181.3999939,180.9299927,4244000,169.1909332
43,3/7/2017,182.8399963,180.6199951,180.6399994,182.0200043,2452000,170.2102814
44,3/8/2017,182.6900024,181.4900055,182.3999939,181.7400055,2321700,169.94841
45,3/9/2017,182.5899963,179.5800018,181.4299927,180.5700073,3100500,168.8543396
46,3/10/2017,181.9700012,177.9199982,181.8999939,178.6999969,4595600,167.1056671
47,3/13/2017,179.1900024,177.0700073,177.1600037,179.0500031,3499000,167.4329529
48,3/14/2017,179.6900024,177.7100067,178.5399933,178.7299957,2346700,167.1336975
49,3/15/2017,179.2400055,177.9700012,179,178.7100067,3569000,167.1150208
50,3/16/2017,180,177.6399994,179.8200073,178.1900024,3100700,166.6287537
51,3/17/2017,180.3800049,178.1699982,178.3099976,180.1000061,5037400,168.4148254
52,3/20/2017,180.1499939,179.1399994,180.1000061,179.3899994,2062200,167.7509003
53,3/21/2017,180.25,175.5,179.9900055,175.9600067,3239600,164.5434113
54,3/22/2017,177.1000061,175.5,175.9600067,176.9799957,2505700,165.4972382
55,3/23/2017,177.8500061,176.5899963,177.3399963,177.2599945,2006400,165.759079
56,3/24/2017,177.5299988,174.7700043,176.8500061,175.8200073,2386800,164.4125061
57,3/27/2017,176.4400024,173.75,174.3699951,176.1000061,2750700,164.6743622
58,3/28/2017,177.6799927,175,176.2899933,177.3600006,2412600,165.8525696
59,3/29/2017,177.9900055,176.9700012,177.3999939,177.6300049,1640600,166.1051025
60,3/30/2017,178.4900055,177.2200012,177.25,177.9799957,1737200,166.4323883
61,3/31/2017,178.1799927,176.8099976,178.0200043,176.8600006,2032700,165.385025
62,4/3/2017,177.7299957,175.5,177.0800018,176.6499939,2934800,165.1886749
63,4/4/2017,178.7899933,176.7599945,176.8800049,178.6999969,2326500,167.1056671
64,4/5/2017,180.1799927,176.8899994,179,177.0800018,2567200,165.5907745
65,4/6/2017,178.2200012,177.1199951,177.5599976,177.3699951,2343600,165.8619232
66,4/7/2017,179.0899963,177.2599945,178.3899994,178.8500061,2806900,167.2459259
67,4/10/2017,179.9700012,177.4799957,179,177.5599976,2309300,166.0396423
68,4/11/2017,178.6000061,176.9600067,177.5,178.5700073,2266300,166.9841003
69,4/12/2017,178.25,175.9400024,178.25,176.0500031,2922700,164.6275787
70,4/13/2017,176.8800049,175.5599976,175.7400055,175.6199951,2024100,164.2255096
71,4/17/2017,179.0800018,175.6499939,175.8399963,179.0200043,2450200,167.4049072
72,4/18/2017,179.9700012,177.1199951,178.5899963,177.8500061,2960200,166.3108215
73,4/19/2017,179.8999939,178.1600037,178.4700012,178.3999939,2124500,166.825119
74,4/20/2017,179.8200073,178.3500061,178.7400055,179.3000031,2335200,167.666748
75,4/21/2017,180.9299927,179.4199982,179.4199982,180.3800049,3146600,168.6766663
76,4/24/2017,182.4600067,181.6100006,181.75,182.0599976,3141900,170.2476654
77,4/25/2017,183.8500061,182.5299988,182.5299988,183.5099945,3735400,171.6035614
78,4/26/2017,183,180.1100006,182.3099976,181.7100067,4471600,169.9203796
79,4/27/2017,183.7599945,182.5899963,182.5899963,183.2200012,3129100,171.3323975
80,4/28/2017,184.9299927,183.0200043,183.4199982,184.8300018,2181600,172.8379517
81,5/1/2017,184.4900055,181.8000031,184.2299957,182.3899994,3516700,170.5562592
82,5/2/2017,183.9100037,182.5299988,182.5399933,183.4400024,1979800,171.5381012
83,5/3/2017,183.75,182.25,183.4499969,183.3899994,2983200,171.4913635
84,5/4/2017,184.25,182.1799927,183.3300018,183.0700073,2289300,171.1921234
85,5/5/2017,185.0700073,183.1600037,183.1600037,185.0099945,2636900,173.0062408
86,5/8/2017,186.3899994,185,185.3800049,186.0200043,1963400,173.9507294
87,5/9/2017,187.2100067,186.0500031,186.1100006,186.9100037,3004000,174.7829742
88,5/10/2017,185.6499939,178.1799927,185.1399994,183.1799927,7060100,172.606308
89,5/11/2017,184.3300018,182.1699982,182.8999939,183.9400024,2883800,173.322464
90,5/12/2017,183.9799957,182.6300049,183.7100067,183.25,3479200,172.672287
91,5/15/2017,184.1100006,182.2799988,183.3000031,182.3899994,3365000,171.8619232
92,5/16/2017,183.1499939,182.0399933,182.7299957,182.6999969,2156100,172.1540222
93,5/17/2017,182.6999969,178.6799927,182.6999969,178.7799988,2535700,168.4603271
94,5/18/2017,178.5,175.4700012,178.4799957,177.3999939,3118100,167.1599579
95,5/19/2017,181.4199982,176.7700043,177.7299957,180.7599945,4038900,170.326004
96,5/22/2017,185.3200073,182.5200043,183.7799988,183.6699982,2946800,173.0680542
97,5/23/2017,184.4600067,182.8600006,184,183.4900055,2123800,172.8984528
98,5/24/2017,185.3999939,183.4600067,183.4600067,185.25,2424700,174.556839
