Date,Open,High,Low,Close,Adj Close,Volume
2021-07-27,194.110001,195.759995,191.619995,195.759995,195.759995,48500
2021-07-28,197.809998,202.770004,197.500000,201.119995,201.119995,33200
2021-07-29,203.619995,207.820007,201.429993,203.990005,203.990005,52800
2021-07-30,179.960007,191.380005,176.000000,190.600006,190.600006,180000
2021-08-02,190.289993,196.220001,190.020004,192.190002,192.190002,98600
2021-08-03,192.679993,192.679993,189.550003,190.330002,190.330002,101100
2021-08-04,188.339996,190.960007,188.339996,188.509995,188.509995,58000
2021-08-05,189.949997,192.860001,189.949997,192.699997,192.699997,36900
2021-08-06,193.690002,194.580002,192.080002,192.910004,192.910004,45100
2021-08-09,191.970001,195.669998,191.970001,195.529999,195.529999,43400
2021-08-10,195.000000,201.830002,192.899994,200.339996,200.339996,69000
2021-08-11,200.490005,202.729996,198.199997,202.039993,202.039993,43100
2021-08-12,203.149994,203.149994,198.389999,200.100006,200.100006,45600
2021-08-13,200.059998,202.679993,199.270004,201.320007,201.320007,66000
2021-08-16,199.809998,199.850006,195.750000,198.970001,198.970001,79600
2021-08-17,196.300003,198.669998,195.119995,197.339996,197.339996,49400
2021-08-18,196.699997,200.190002,196.669998,198.220001,198.220001,53800
2021-08-19,196.600006,198.089996,192.729996,195.860001,195.860001,75700
2021-08-20,195.619995,199.009995,194.990005,198.669998,198.669998,51900
2021-08-23,199.309998,203.279999,199.309998,203.000000,203.000000,45000
2021-08-24,204.250000,206.360001,203.389999,205.910004,205.910004,54800
2021-08-25,205.509995,210.059998,205.009995,207.550003,207.550003,86300
2021-08-26,207.979996,211.759995,202.070007,202.970001,202.970001,58000
2021-08-27,203.399994,211.860001,203.399994,210.589996,210.589996,99600
2021-08-30,212.289993,214.669998,211.460007,213.820007,213.820007,72300
2021-08-31,215.020004,215.020004,211.630005,212.410004,212.410004,48300
2021-09-01,213.639999,213.660004,209.149994,209.860001,209.860001,50800
2021-09-02,211.309998,213.330002,207.669998,209.770004,209.770004,52100
2021-09-03,208.919998,212.139999,206.369995,206.899994,206.899994,58400
2021-09-07,206.399994,209.139999,205.559998,206.000000,206.000000,72500
2021-09-08,204.550003,205.080002,195.050003,196.369995,196.369995,83100
2021-09-09,196.820007,197.660004,193.089996,193.789993,193.789993,88100
2021-09-10,194.889999,199.470001,194.080002,194.550003,194.550003,79100
2021-09-13,196.490005,196.490005,193.100006,195.089996,195.089996,31200
2021-09-14,196.389999,196.389999,191.630005,192.940002,192.940002,48700
2021-09-15,192.029999,193.149994,189.309998,192.929993,192.929993,48400
2021-09-16,193.210007,193.630005,190.160004,190.160004,190.160004,69600
2021-09-17,191.320007,191.919998,184.449997,187.419998,187.419998,239100
2021-09-20,183.580002,185.779999,179.320007,183.410004,183.410004,66200
2021-09-21,185.380005,185.380005,178.429993,182.509995,182.509995,78800
2021-09-22,184.679993,187.610001,181.820007,185.250000,185.250000,64100
2021-09-23,185.919998,191.539993,183.509995,189.460007,189.460007,65000
2021-09-24,187.589996,192.139999,187.089996,190.710007,190.710007,74500
2021-09-27,189.770004,194.910004,189.000000,192.759995,192.759995,53100
2021-09-28,190.929993,193.559998,187.779999,192.059998,192.059998,94500
2021-09-29,191.839996,193.199997,185.729996,186.089996,186.089996,48200
2021-09-30,188.039993,191.509995,186.399994,186.479996,186.479996,85700
2021-10-01,186.940002,191.309998,185.199997,190.110001,190.110001,82700
2021-10-04,189.490005,190.220001,184.750000,185.779999,185.779999,44200
2021-10-05,186.539993,189.110001,185.699997,186.399994,186.399994,60000
2021-10-06,183.830002,185.750000,180.419998,182.320007,182.320007,49100
2021-10-07,184.589996,186.820007,182.210007,183.089996,183.089996,71800
2021-10-08,184.860001,186.910004,184.860001,185.509995,185.509995,32100
2021-10-11,184.750000,186.440002,182.550003,183.600006,183.600006,32000
2021-10-12,186.399994,186.399994,183.429993,183.830002,183.830002,31800
2021-10-13,184.029999,184.330002,181.490005,183.690002,183.690002,31900
2021-10-14,185.820007,190.339996,185.259995,188.869995,188.869995,37200
2021-10-15,191.449997,191.449997,186.779999,187.509995,187.509995,47000
2021-10-18,186.320007,188.960007,184.839996,187.850006,187.850006,32900
2021-10-19,188.399994,190.520004,187.330002,190.000000,190.000000,24400
2021-10-20,189.550003,192.100006,187.309998,191.250000,191.250000,24500
2021-10-21,191.309998,193.559998,189.449997,193.210007,193.210007,42500
2021-10-22,191.690002,195.710007,190.759995,191.919998,191.919998,43900
2021-10-25,192.000000,197.009995,191.830002,194.979996,194.979996,44300
2021-10-26,194.789993,196.600006,193.429993,194.320007,194.320007,52000
2021-10-27,192.960007,196.460007,192.199997,192.199997,192.199997,35200
2021-10-28,193.529999,199.850006,193.529999,199.639999,199.639999,40400
2021-10-29,200.000000,202.570007,197.869995,201.119995,201.119995,81800
2021-11-01,201.380005,209.830002,198.160004,208.229996,208.229996,62200
2021-11-02,271.920013,272.010010,268.399994,269.899994,269.899994,3634800
2021-11-03,270.630005,273.000000,269.670013,269.799988,269.799988,1045000
2021-11-04,270.730011,270.730011,268.500000,269.359985,269.359985,998000
2021-11-05,270.000000,270.589996,268.890015,269.500000,269.500000,655400
2021-11-08,269.100006,270.239990,269.100006,269.869995,269.869995,622800
2021-11-09,270.380005,270.380005,268.750000,269.549988,269.549988,438200
2021-11-10,269.600006,270.049988,269.000000,269.190002,269.190002,438700
2021-11-11,269.510010,270.239990,269.250000,269.579987,269.579987,317100
2021-11-12,270.140015,270.140015,269.450012,269.769989,269.769989,457100
2021-11-15,269.869995,270.589996,269.619995,269.829987,269.829987,298800
2021-11-16,269.799988,270.390015,269.709991,270.040009,270.040009,419900
2021-11-17,270.089996,270.250000,269.589996,270.059998,270.059998,695000
2021-11-18,270.079987,270.309998,269.609985,269.940002,269.940002,715800
2021-11-19,270.000000,270.230011,269.809998,270.059998,270.059998,977200
2021-11-22,270.140015,271.739990,269.600006,270.320007,270.320007,605000
2021-11-23,270.440002,272.149994,270.100006,270.100006,270.100006,386500
2021-11-24,270.350006,271.910004,270.350006,271.500000,271.500000,285200
2021-11-26,270.700012,272.690002,270.000000,270.350006,270.350006,286400
2021-11-29,271.290009,271.600006,270.470001,271.480011,271.480011,339800
2021-11-30,270.720001,272.910004,270.720001,272.619995,272.619995,444200
2021-12-01,272.619995,272.750000,271.000000,271.000000,271.000000,478600
2021-12-02,271.399994,272.980011,270.980011,271.000000,271.000000,302200
2021-12-03,271.720001,272.769989,270.500000,272.559998,272.559998,689200
2021-12-06,272.000000,272.649994,270.970001,272.000000,272.000000,202200
2021-12-07,272.290009,272.600006,271.119995,271.220001,271.220001,196200
2021-12-08,271.799988,272.350006,271.320007,272.260010,272.260010,247300
2021-12-09,271.799988,272.559998,271.760010,271.799988,271.799988,136100
2021-12-10,272.200012,272.200012,271.250000,271.480011,271.480011,341300
2021-12-13,271.440002,271.959991,270.899994,271.250000,271.250000,251100
2021-12-14,271.119995,271.929993,270.690002,271.299988,271.299988,358400
2021-12-15,271.299988,271.829987,270.350006,270.589996,270.589996,534100
2021-12-16,271.399994,271.649994,270.000000,270.200012,270.200012,922400
2021-12-17,270.250000,270.529999,269.000000,269.000000,269.000000,994700
2021-12-20,269.320007,271.429993,269.170013,270.369995,270.369995,370700
2021-12-21,270.970001,271.420013,270.190002,270.880005,270.880005,360300
2021-12-22,270.950012,273.380005,270.950012,273.380005,273.380005,292900
2021-12-23,272.980011,273.290009,272.079987,272.700012,272.700012,191500
2021-12-27,272.880005,274.140015,272.850006,273.380005,273.380005,97700
2021-12-28,273.470001,273.750000,272.980011,273.279999,273.279999,222500
2021-12-29,273.040009,273.690002,272.589996,272.959991,272.959991,172300
2021-12-30,273.049988,273.549988,272.600006,273.079987,273.079987,187600
2021-12-31,273.279999,273.779999,272.450012,273.000000,273.000000,156900
2022-01-03,273.000000,273.500000,271.890015,273.399994,273.399994,344800
2022-01-04,273.299988,273.589996,272.470001,273.010010,273.010010,270400
2022-01-05,273.010010,273.899994,272.869995,273.200012,273.200012,304000
2022-01-06,273.130005,274.140015,273.130005,273.450012,273.450012,249700
2022-01-07,273.549988,274.170013,272.000000,273.959991,273.959991,295400
2022-01-10,273.329987,273.790009,272.670013,273.480011,273.480011,186100
2022-01-11,273.369995,273.399994,272.700012,273.220001,273.220001,265500
2022-01-12,273.359985,273.600006,272.200012,272.769989,272.769989,561800
2022-01-13,273.170013,273.440002,272.519989,273.220001,273.220001,152600
2022-01-14,272.929993,273.600006,272.880005,273.359985,273.359985,179400
2022-01-18,273.170013,273.339996,272.600006,273.000000,273.000000,262100
2022-01-19,273.140015,273.329987,272.619995,273.040009,273.040009,340800
2022-01-20,273.160004,273.459991,272.750000,273.019989,273.019989,240200
2022-01-21,272.980011,273.869995,272.220001,272.760010,272.760010,456400
2022-01-24,272.920013,273.959991,272.299988,273.640015,273.640015,493900
2022-01-25,273.000000,273.329987,272.000000,272.000000,272.000000,658700
2022-01-26,273.010010,273.320007,272.089996,272.570007,272.570007,331300
2022-01-27,272.839996,273.100006,272.049988,273.000000,273.000000,377000
2022-01-28,272.779999,273.000000,272.209991,272.970001,272.970001,410900
2022-01-31,272.869995,273.179993,272.299988,272.950012,272.950012,411400
2022-02-01,272.950012,273.100006,272.149994,273.000000,273.000000,350100
2022-02-02,272.950012,273.140015,272.649994,272.899994,272.899994,315600
2022-02-03,272.660004,273.130005,272.410004,272.619995,272.619995,304200
2022-02-04,272.769989,273.000000,272.440002,272.500000,272.500000,227800
2022-02-07,272.619995,272.799988,272.130005,272.320007,272.320007,375200
2022-02-08,272.500000,272.950012,272.000000,272.320007,272.320007,564800
2022-02-09,272.660004,272.929993,272.260010,272.869995,272.869995,346200
2022-02-10,272.510010,273.029999,272.500000,272.799988,272.799988,395600
2022-02-11,272.829987,272.839996,272.100006,272.410004,272.410004,537500
2022-02-14,272.480011,272.950012,272.170013,272.709991,272.709991,300200
2022-02-15,272.679993,273.070007,272.260010,272.690002,272.690002,390100
2022-02-16,272.559998,273.399994,272.529999,272.750000,272.750000,224600
2022-02-17,272.670013,272.859985,272.429993,272.540009,272.540009,183600
2022-02-18,272.600006,273.170013,272.570007,272.660004,272.660004,264400
2022-02-22,272.720001,272.899994,272.250000,272.250000,272.250000,217300
2022-02-23,272.440002,272.660004,272.029999,272.250000,272.250000,275100
2022-02-24,272.049988,272.420013,271.500000,272.160004,272.160004,571500
2022-02-25,272.470001,273.100006,271.829987,273.100006,273.100006,271700
2022-02-28,272.700012,273.200012,272.559998,273.000000,273.000000,399700
2022-03-01,272.950012,273.109985,272.309998,273.000000,273.000000,300700
2022-03-02,272.989990,273.149994,272.649994,272.700012,272.700012,199700
2022-03-03,272.899994,273.190002,272.649994,272.920013,272.920013,190500
2022-03-04,272.720001,272.920013,272.649994,272.899994,272.899994,134300
2022-03-07,272.700012,273.399994,272.679993,273.329987,273.329987,524500
2022-03-08,273.140015,273.820007,272.649994,272.799988,272.799988,313100
2022-03-09,273.279999,273.529999,272.959991,273.450012,273.450012,177700
2022-03-10,273.019989,274.000000,273.019989,273.500000,273.500000,128600
2022-03-11,273.359985,273.549988,272.850006,273.010010,273.010010,133300
2022-03-14,273.209991,273.339996,272.640015,272.649994,272.649994,196700
2022-03-15,272.720001,273.510010,272.579987,273.200012,273.200012,255700
2022-03-16,273.350006,273.500000,272.850006,273.100006,273.100006,192500
2022-03-17,273.019989,273.049988,272.399994,272.450012,272.450012,202200
2022-03-18,272.500000,273.359985,271.980011,273.230011,273.230011,239600
2022-03-21,273.200012,273.579987,272.670013,273.369995,273.369995,253400
2022-03-22,273.420013,273.489990,272.600006,272.600006,272.600006,170700
2022-03-23,272.920013,273.190002,271.359985,271.769989,271.769989,279600
2022-03-24,272.390015,272.549988,271.899994,272.260010,272.260010,111000
2022-03-25,272.320007,272.500000,271.790009,271.940002,271.940002,117600
2022-03-28,271.910004,272.459991,271.809998,272.350006,272.350006,142700
2022-03-29,272.470001,272.989990,271.950012,272.839996,272.839996,152300
2022-03-30,272.220001,273.089996,272.000000,272.000000,272.000000,153200
2022-03-31,272.070007,272.250000,271.600006,271.700012,271.700012,176100
2022-04-01,271.899994,273.730011,271.829987,272.799988,272.799988,208000
2022-04-04,273.079987,273.390015,272.160004,272.339996,272.339996,209200
2022-04-05,272.399994,273.000000,272.000000,272.250000,272.250000,222100
2022-04-06,272.200012,272.790009,272.149994,272.209991,272.209991,417800
2022-04-07,272.279999,272.559998,271.600006,271.899994,271.899994,239600
2022-04-08,272.269989,272.799988,272.109985,272.350006,272.350006,207900
2022-04-11,272.470001,272.670013,272.019989,272.019989,272.019989,163900
2022-04-12,272.269989,272.450012,272.000000,272.200012,272.200012,326600
2022-04-13,272.220001,273.250000,272.220001,272.239990,272.239990,131200
2022-04-14,272.320007,273.149994,272.320007,272.670013,272.670013,145900
2022-04-18,272.549988,273.750000,272.549988,273.739990,273.739990,157500
2022-04-19,273.600006,274.510010,272.609985,273.730011,273.730011,168800
2022-04-20,273.839996,274.109985,272.829987,272.829987,272.829987,202100
2022-04-21,273.119995,273.940002,272.899994,272.899994,272.899994,81800
2022-04-22,272.790009,273.380005,272.750000,272.799988,272.799988,125000
2022-04-25,272.850006,273.179993,272.660004,273.000000,273.000000,108500
2022-04-26,272.910004,272.910004,272.500000,272.500000,272.500000,135900
2022-04-27,272.670013,273.130005,272.450012,272.600006,272.600006,185400
2022-04-28,272.709991,272.820007,272.269989,272.500000,272.500000,96800
2022-04-29,272.600006,273.160004,270.720001,270.720001,270.720001,160000
2022-05-02,272.000000,272.850006,271.790009,272.500000,272.500000,159000
2022-05-03,272.250000,272.850006,272.100006,272.100006,272.100006,122500
2022-05-04,272.299988,273.239990,272.119995,272.119995,272.119995,106700
2022-05-05,272.579987,272.940002,272.089996,272.470001,272.470001,107200
2022-05-06,272.209991,273.170013,272.209991,272.649994,272.649994,110100
2022-05-09,272.250000,272.910004,272.000000,272.000000,272.000000,129500
2022-05-10,272.160004,272.480011,271.700012,272.000000,272.000000,253900
2022-05-11,271.760010,272.309998,270.320007,270.929993,270.929993,166800
